Score,Tokens,Count,Source Code
8.032551467655603,5,11,"['.', 'abstractdocument', '.', 'domain', '.']"
8.032551467655603,5,11,"['new', 'HashMap', '<', '>', '(']"
8.032551467655603,5,11,"['HashMap', '<', '>', '(', ')']"
8.032551467655603,11,5,"['package', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', ';', 'import', 'java']"
8.032551467655603,11,5,"['com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', ';', 'import', 'java', '.']"
8.032551467655603,11,5,"['.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', ';', 'import', 'java', '.', 'util']"
8.032551467655603,11,5,"['iluwatar', '.', 'abstractdocument', '.', 'domain', ';', 'import', 'java', '.', 'util', '.']"
7.8812416584010565,7,7,"['org', '.', 'junit', '.', 'jupiter', '.', 'api']"
7.8812416584010565,7,7,"['.', 'junit', '.', 'jupiter', '.', 'api', '.']"
7.8812416584010565,7,7,"[';', 'import', 'java', '.', 'util', '.', 'Map']"
7.8812416584010565,7,7,"['import', 'java', '.', 'util', '.', 'Map', ';']"
7.8812416584010565,7,7,"[')', '.', 'get', '(', ')', ')', ';']"
7.754887502163468,6,8,"['=', 'new', 'HashMap', '<', '>', '(']"
7.754887502163468,6,8,"['HashMap', '<', '>', '(', ')', ';']"
7.754887502163468,6,8,"[')', '.', 'get', '(', ')', ')']"
7.754887502163468,8,6,"['package', 'com', '.', 'iluwatar', '.', 'abstractdocument', ';', 'import']"
7.754887502163468,8,6,"['import', 'java', '.', 'util', '.', 'Map', ';', 'import']"
7.754887502163468,8,6,"['package', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain']"
7.754887502163468,8,6,"['com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', ';']"
7.754887502163468,8,6,"['.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', ';', 'import']"
7.713278172714618,5,10,"['(', ')', '.', 'get', '(']"
7.713278172714618,5,10,"[')', '.', 'get', '(', ')']"
7.713278172714618,10,5,"['com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', ';', 'import', 'java']"
7.713278172714618,10,5,"['.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', ';', 'import', 'java', '.']"
7.713278172714618,10,5,"['iluwatar', '.', 'abstractdocument', '.', 'domain', ';', 'import', 'java', '.', 'util']"
7.713278172714618,10,5,"['.', 'abstractdocument', '.', 'domain', ';', 'import', 'java', '.', 'util', '.']"
7.699717706493247,3,29,"['com', '.', 'iluwatar']"
7.699717706493247,3,29,"['.', 'iluwatar', '.']"
7.699717706493247,3,29,"['iluwatar', '.', 'abstractdocument']"
7.450020690153951,3,26,"[';', 'import', 'java']"
7.450020690153951,3,26,"['import', 'java', '.']"
7.450020690153951,3,26,"['java', '.', 'util']"
7.450020690153951,3,26,"['.', 'util', '.']"
7.400879436282184,13,4,"[';', 'import', 'static', 'org', '.', 'junit', '.', 'jupiter', '.', 'api', '.', 'Assertions', '.']"
7.360337919534767,9,5,"['.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', ';', 'import', 'java']"
7.360337919534767,9,5,"['iluwatar', '.', 'abstractdocument', '.', 'domain', ';', 'import', 'java', '.']"
7.360337919534767,9,5,"['.', 'abstractdocument', '.', 'domain', ';', 'import', 'java', '.', 'util']"
7.360337919534767,9,5,"['abstractdocument', '.', 'domain', ';', 'import', 'java', '.', 'util', '.']"
7.25690719973387,6,7,"['org', '.', 'junit', '.', 'jupiter', '.']"
7.25690719973387,6,7,"['.', 'junit', '.', 'jupiter', '.', 'api']"
7.25690719973387,6,7,"['junit', '.', 'jupiter', '.', 'api', '.']"
7.25690719973387,6,7,"['import', 'java', '.', 'util', '.', 'Map']"
7.25690719973387,6,7,"['java', '.', 'util', '.', 'Map', ';']"
7.25690719973387,6,7,"['.', 'get', '(', ')', ')', ';']"
7.25690719973387,7,6,"['package', 'com', '.', 'iluwatar', '.', 'abstractdocument', ';']"
7.25690719973387,7,6,"['com', '.', 'iluwatar', '.', 'abstractdocument', ';', 'import']"
7.25690719973387,7,6,"['java', '.', 'util', '.', 'Map', ';', 'import']"
7.25690719973387,7,6,"['package', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.']"
7.25690719973387,7,6,"['.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', ';']"
7.25690719973387,7,6,"['iluwatar', '.', 'abstractdocument', '.', 'domain', ';', 'import']"
7.169925001442312,4,12,"['package', 'com', '.', 'iluwatar']"
7.169925001442312,4,12,"[')', ';', '}', '}']"
7.169925001442312,12,4,"[';', 'import', 'static', 'org', '.', 'junit', '.', 'jupiter', '.', 'api', '.', 'Assertions']"
7.169925001442312,12,4,"['import', 'static', 'org', '.', 'junit', '.', 'jupiter', '.', 'api', '.', 'Assertions', '.']"
7.169676070039208,3,23,"['.', 'abstractdocument', '.']"
6.965784284662087,5,8,"['=', 'new', 'HashMap', '<', '>']"
6.965784284662087,5,8,"['<', '>', '(', ')', ';']"
6.965784284662087,5,8,"['.', 'get', '(', ')', ')']"
6.965784284662087,8,5,"['iluwatar', '.', 'abstractdocument', '.', 'domain', ';', 'import', 'java']"
6.965784284662087,8,5,"['.', 'abstractdocument', '.', 'domain', ';', 'import', 'java', '.']"
6.965784284662087,8,5,"['abstractdocument', '.', 'domain', ';', 'import', 'java', '.', 'util']"
6.965784284662087,8,5,"['.', 'domain', ';', 'import', 'java', '.', 'util', '.']"
6.961658406368528,3,21,"[')', ')', ';']"
6.918863237274595,4,11,"['abstractdocument', '.', 'domain', '.']"
6.918863237274595,4,11,"['new', 'HashMap', '<', '>']"
6.918863237274595,4,11,"['HashMap', '<', '>', '(']"
6.918863237274595,4,11,"['<', '>', '(', ')']"
6.918863237274595,4,11,"['.', 'get', '(', ')']"
6.918863237274595,4,11,"['(', ')', ')', ';']"
6.918863237274595,11,4,"[';', 'import', 'static', 'org', '.', 'junit', '.', 'jupiter', '.', 'api', '.']"
6.918863237274595,11,4,"['import', 'static', 'org', '.', 'junit', '.', 'jupiter', '.', 'api', '.', 'Assertions']"
6.918863237274595,11,4,"['static', 'org', '.', 'junit', '.', 'jupiter', '.', 'api', '.', 'Assertions', '.']"
6.850093961209696,3,20,"[')', ';', '}']"
6.850093961209696,20,3,"[';', 'import', 'java', '.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java', '.', 'util', '.']"
6.732805814589748,3,19,"['.', 'put', '(']"
6.732805814589748,19,3,"[';', 'import', 'java', '.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java', '.', 'util']"
6.732805814589748,19,3,"['import', 'java', '.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java', '.', 'util', '.']"
6.682031130134573,6,6,"['com', '.', 'iluwatar', '.', 'abstractdocument', ';']"
6.682031130134573,6,6,"['.', 'iluwatar', '.', 'abstractdocument', ';', 'import']"
6.682031130134573,6,6,"['.', 'util', '.', 'Map', ';', 'import']"
6.682031130134573,6,6,"[')', ';', 'carProperties', '.', 'put', '(']"
6.682031130134573,6,6,"['iluwatar', '.', 'abstractdocument', '.', 'domain', ';']"
6.682031130134573,6,6,"['.', 'abstractdocument', '.', 'domain', ';', 'import']"
6.643856189774724,4,10,"['(', ')', '.', 'get']"
6.643856189774724,4,10,"[')', '.', 'get', '(']"
6.643856189774724,4,10,"[')', ')', ';', '}']"
6.643856189774724,10,4,"[';', 'import', 'static', 'org', '.', 'junit', '.', 'jupiter', '.', 'api']"
6.643856189774724,10,4,"['import', 'static', 'org', '.', 'junit', '.', 'jupiter', '.', 'api', '.']"
6.643856189774724,10,4,"['static', 'org', '.', 'junit', '.', 'jupiter', '.', 'api', '.', 'Assertions']"
6.643856189774724,10,4,"['org', '.', 'junit', '.', 'jupiter', '.', 'api', '.', 'Assertions', '.']"
6.643856189774724,10,4,"['(', ')', '.', 'get', '(', ')', ')', ';', 'assertEquals', '(']"
6.643856189774724,10,4,"[';', 'import', 'java', '.', 'util', '.', 'stream', '.', 'Stream', ';']"
6.643856189774724,10,4,"['(', 'Map', '<', 'String', ',', 'Object', '>', 'properties', ')', '{']"
6.643856189774724,10,4,"[';', 'import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'Document', ';']"
6.609174758105677,3,18,"['Map', '<', 'String']"
6.609174758105677,3,18,"['<', 'String', ',']"
6.609174758105677,3,18,"['String', ',', 'Object']"
6.609174758105677,3,18,"[',', 'Object', '>']"
6.609174758105677,3,18,"['(', ')', '.']"
6.609174758105677,18,3,"[';', 'import', 'java', '.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java', '.']"
6.609174758105677,18,3,"['import', 'java', '.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java', '.', 'util']"
6.609174758105677,18,3,"['java', '.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java', '.', 'util', '.']"
6.518476265845872,5,7,"['org', '.', 'junit', '.', 'jupiter']"
6.518476265845872,5,7,"['.', 'junit', '.', 'jupiter', '.']"
6.518476265845872,5,7,"['junit', '.', 'jupiter', '.', 'api']"
6.518476265845872,5,7,"['.', 'jupiter', '.', 'api', '.']"
6.518476265845872,5,7,"['java', '.', 'util', '.', 'Map']"
6.518476265845872,5,7,"['.', 'util', '.', 'Map', ';']"
6.518476265845872,5,7,"['get', '(', ')', ')', ';']"
6.518476265845872,7,5,"['.', 'put', '(', 'HasModel', '.', 'PROPERTY', ',']"
6.518476265845872,7,5,"['.', 'put', '(', 'HasPrice', '.', 'PROPERTY', ',']"
6.518476265845872,7,5,"['Map', '<', 'String', ',', 'Object', '>', 'properties']"
6.518476265845872,7,5,"['<', 'Map', '<', 'String', ',', 'Object', '>']"
6.518476265845872,7,5,"['.', 'abstractdocument', '.', 'domain', ';', 'import', 'java']"
6.518476265845872,7,5,"['abstractdocument', '.', 'domain', ';', 'import', 'java', '.']"
6.518476265845872,7,5,"['.', 'domain', ';', 'import', 'java', '.', 'util']"
6.518476265845872,7,5,"['domain', ';', 'import', 'java', '.', 'util', '.']"
6.478475326472939,3,17,"[';', 'import', 'com']"
6.478475326472939,3,17,"['import', 'com', '.']"
6.478475326472939,3,17,"['abstractdocument', '.', 'domain']"
6.478475326472939,17,3,"[';', 'import', 'java', '.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java']"
6.478475326472939,17,3,"['import', 'java', '.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java', '.']"
6.478475326472939,17,3,"['java', '.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java', '.', 'util']"
6.478475326472939,17,3,"['.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java', '.', 'util', '.']"
6.478475326472939,17,3,"['(', 'Map', '<', 'String', ',', 'Object', '>', 'properties', ')', '{', 'super', '(', 'properties', ')', ';', '}', '}']"
6.339850002884624,3,16,"['(', ')', ')']"
6.339850002884624,4,9,"[')', ';', 'assertEquals', '(']"
6.339850002884624,9,4,"[';', 'import', 'static', 'org', '.', 'junit', '.', 'jupiter', '.']"
6.339850002884624,9,4,"['import', 'static', 'org', '.', 'junit', '.', 'jupiter', '.', 'api']"
6.339850002884624,9,4,"['static', 'org', '.', 'junit', '.', 'jupiter', '.', 'api', '.']"
6.339850002884624,9,4,"['org', '.', 'junit', '.', 'jupiter', '.', 'api', '.', 'Assertions']"
6.339850002884624,9,4,"['.', 'junit', '.', 'jupiter', '.', 'api', '.', 'Assertions', '.']"
6.339850002884624,9,4,"['(', ')', '{', 'Map', '<', 'String', ',', 'Object', '>']"
6.339850002884624,9,4,"['(', ')', '.', 'get', '(', ')', ')', ';', 'assertEquals']"
6.339850002884624,9,4,"[')', '.', 'get', '(', ')', ')', ';', 'assertEquals', '(']"
6.339850002884624,9,4,"['.', 'getPrice', '(', ')', '.', 'get', '(', ')', ')']"
6.339850002884624,16,3,"[';', 'import', 'java', '.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import']"
6.339850002884624,16,3,"['import', 'java', '.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java']"
6.339850002884624,16,3,"['java', '.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java', '.']"
6.339850002884624,16,3,"['.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java', '.', 'util']"
6.339850002884624,16,3,"['util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java', '.', 'util', '.']"
6.339850002884624,9,4,"[';', 'import', 'java', '.', 'util', '.', 'stream', '.', 'Stream']"
6.339850002884624,9,4,"['import', 'java', '.', 'util', '.', 'stream', '.', 'Stream', ';']"
6.339850002884624,9,4,"['(', 'Map', '<', 'String', ',', 'Object', '>', 'properties', ')']"
6.339850002884624,9,4,"['Map', '<', 'String', ',', 'Object', '>', 'properties', ')', '{']"
6.339850002884624,16,3,"['(', 'Map', '<', 'String', ',', 'Object', '>', 'properties', ')', '{', 'super', '(', 'properties', ')', ';', '}']"
6.339850002884624,16,3,"['Map', '<', 'String', ',', 'Object', '>', 'properties', ')', '{', 'super', '(', 'properties', ')', ';', '}', '}']"
6.339850002884624,9,4,"[';', 'import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'Document']"
6.339850002884624,9,4,"['import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'Document', ';']"
6.247927513443585,2,76,"[')', ';']"
6.1922750884596445,3,15,"['.', 'PROPERTY', ',']"
6.1922750884596445,15,3,"[';', 'import', 'java', '.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';']"
6.1922750884596445,15,3,"['import', 'java', '.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import']"
6.1922750884596445,15,3,"['java', '.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java']"
6.1922750884596445,15,3,"['.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java', '.']"
6.1922750884596445,15,3,"['util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java', '.', 'util']"
6.1922750884596445,15,3,"['.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java', '.', 'util', '.']"
6.1922750884596445,15,3,"['(', 'Map', '<', 'String', ',', 'Object', '>', 'properties', ')', '{', 'super', '(', 'properties', ')', ';']"
6.1922750884596445,15,3,"['Map', '<', 'String', ',', 'Object', '>', 'properties', ')', '{', 'super', '(', 'properties', ')', ';', '}']"
6.1922750884596445,15,3,"['<', 'String', ',', 'Object', '>', 'properties', ')', '{', 'super', '(', 'properties', ')', ';', '}', '}']"
6.034514778397423,14,3,"[';', 'import', 'java', '.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap']"
6.034514778397423,14,3,"['import', 'java', '.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';']"
6.034514778397423,14,3,"['java', '.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import']"
6.034514778397423,14,3,"['.', 'util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java']"
6.034514778397423,14,3,"['util', '.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java', '.']"
6.034514778397423,14,3,"['.', 'Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java', '.', 'util']"
6.034514778397423,14,3,"['Arrays', ';', 'import', 'java', '.', 'util', '.', 'HashMap', ';', 'import', 'java', '.', 'util', '.']"
6.034514778397423,14,3,"['(', 'Map', '<', 'String', ',', 'Object', '>', 'properties', ')', '{', 'super', '(', 'properties', ')']"
6.034514778397423,14,3,"['Map', '<', 'String', ',', 'Object', '>', 'properties', ')', '{', 'super', '(', 'properties', ')', ';']"
6.034514778397423,14,3,"['<', 'String', ',', 'Object', '>', 'properties', ')', '{', 'super', '(', 'properties', ')', ';', '}']"
6.034514778397423,14,3,"['String', ',', 'Object', '>', 'properties', ')', '{', 'super', '(', 'properties', ')', ';', '}', '}']"
6.002097054654746,5,6,"['.', 'iluwatar', '.', 'abstractdocument', ';']"
6.002097054654746,5,6,"['iluwatar', '.', 'abstractdocument', ';', 'import']"
6.002097054654746,5,6,"['util', '.', 'Map', ';', 'import']"
6.002097054654746,5,6,"[')', ';', 'carProperties', '.', 'put']"
6.002097054654746,5,6,"[';', 'carProperties', '.', 'put', '(']"
6.002097054654746,6,5,"['.', 'put', '(', 'HasModel', '.', 'PROPERTY']"
6.002097054654746,6,5,"['put', '(', 'HasModel', '.', 'PROPERTY', ',']"
6.002097054654746,6,5,"['.', 'put', '(', 'HasPrice', '.', 'PROPERTY']"
6.002097054654746,6,5,"['put', '(', 'HasPrice', '.', 'PROPERTY', ',']"
6.002097054654746,6,5,"['<', 'String', ',', 'Object', '>', 'properties']"
6.002097054654746,6,5,"['<', 'Map', '<', 'String', ',', 'Object']"
6.002097054654746,5,6,"['.', 'abstractdocument', '.', 'domain', ';']"
6.002097054654746,5,6,"['abstractdocument', '.', 'domain', ';', 'import']"
6.002097054654746,6,5,"['abstractdocument', '.', 'domain', ';', 'import', 'java']"
6.002097054654746,6,5,"['.', 'domain', ';', 'import', 'java', '.']"
6.002097054654746,6,5,"['domain', ';', 'import', 'java', '.', 'util']"
6.0,2,64,"['(', ')']"
6.0,4,8,"['=', 'new', 'HashMap', '<']"
6.0,4,8,"['>', '(', ')', ';']"
6.0,4,8,"['get', '(', ')', ')']"
6.0,8,4,"[';', 'import', 'static', 'org', '.', 'junit', '.', 'jupiter']"
6.0,8,4,"['import', 'static', 'org', '.', 'junit', '.', 'jupiter', '.']"
6.0,8,4,"['static', 'org', '.', 'junit', '.', 'jupiter', '.', 'api']"
6.0,8,4,"['.', 'junit', '.', 'jupiter', '.', 'api', '.', 'Assertions']"
6.0,8,4,"['junit', '.', 'jupiter', '.', 'api', '.', 'Assertions', '.']"
6.0,8,4,"['(', ')', '{', 'Map', '<', 'String', ',', 'Object']"
6.0,8,4,"[')', '{', 'Map', '<', 'String', ',', 'Object', '>']"
6.0,8,4,"[')', '.', 'get', '(', ')', ')', ';', 'assertEquals']"
6.0,8,4,"['.', 'get', '(', ')', ')', ';', 'assertEquals', '(']"
6.0,8,4,"['.', 'getModel', '(', ')', '.', 'get', '(', ')']"
6.0,8,4,"['.', 'getPrice', '(', ')', '.', 'get', '(', ')']"
6.0,8,4,"['getPrice', '(', ')', '.', 'get', '(', ')', ')']"
6.0,8,4,"[')', ')', ';', '}', '@', 'Test', 'public', 'void']"
6.0,8,4,"[';', 'import', 'java', '.', 'util', '.', 'stream', '.']"
6.0,8,4,"['import', 'java', '.', 'util', '.', 'stream', '.', 'Stream']"
6.0,8,4,"['java', '.', 'util', '.', 'stream', '.', 'Stream', ';']"
6.0,8,4,"['(', 'Map', '<', 'String', ',', 'Object', '>', 'properties']"
6.0,8,4,"['Map', '<', 'String', ',', 'Object', '>', 'properties', ')']"
6.0,8,4,"['<', 'String', ',', 'Object', '>', 'properties', ')', '{']"
6.0,8,4,"[')', ';', 'Map', '<', 'String', ',', 'Object', '>']"
6.0,8,4,"[';', 'import', 'java', '.', 'util', '.', 'Optional', ';']"
6.0,8,4,"['import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'Document']"
6.0,8,4,"['com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'Document', ';']"
5.977279923499917,63,2,"['package', 'com', '.', 'iluwatar', '.', 'abstractdocument', ';', 'import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', '.', 'Car', ';', 'import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', '.', 'HasModel', ';', 'import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', '.', 'HasParts', ';', 'import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', '.', 'HasPrice', ';', 'import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', '.', 'HasType', ';', 'import']"
5.954196310386875,62,2,"['package', 'com', '.', 'iluwatar', '.', 'abstractdocument', ';', 'import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', '.', 'Car', ';', 'import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', '.', 'HasModel', ';', 'import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', '.', 'HasParts', ';', 'import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', '.', 'HasPrice', ';', 'import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', '.', 'HasType', ';']"
5.954196310386875,62,2,"['com', '.', 'iluwatar', '.', 'abstractdocument', ';', 'import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', '.', 'Car', ';', 'import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', '.', 'HasModel', ';', 'import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', '.', 'HasParts', ';', 'import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', '.', 'HasPrice', ';', 'import', 'com', '.', 'iluwatar', '.', 'abstractdocument', '.', 'domain', '.', 'HasType', ';', 'import']"
